Date,EUR_Close,INR close
2023-01-02,1.0709733963012695,82.74980163574219
2023-01-03,1.0677714347839355,82.70600128173828
2023-01-04,1.0546854734420776,82.78569793701172
2023-01-05,1.0606365203857422,82.66649627685547
2023-01-06,1.0522217750549316,82.64520263671875
2023-01-09,1.0656323432922363,82.27339935302734
2023-01-10,1.073318362236023,82.18009948730469
2023-01-11,1.0738946199417114,81.63739776611328
2023-01-12,1.0766000747680664,81.63179779052734
2023-01-13,1.0860239267349243,81.1156005859375
2023-01-16,1.082461953163147,81.27799987792969
2023-01-17,1.0830129384994507,81.65260314941406
2023-01-18,1.0793308019638062,81.52549743652344
2023-01-19,1.0797853469848633,81.43599700927734
2023-01-20,1.083388328552246,81.23979949951172
2023-01-23,1.086507797241211,80.97599792480469
2023-01-24,1.0874292850494385,81.48799896240234
2023-01-25,1.088814616203308,81.60189819335938
2023-01-26,1.0922038555145264,81.50270080566406
2023-01-27,1.0894432067871094,81.44509887695312
2023-01-30,1.0871455669403076,81.50800323486328
2023-01-31,1.0850694179534912,81.57990264892578
2023-02-01,1.0860947370529175,81.76840209960938
2023-02-02,1.1012852191925049,81.71029663085938
2023-02-03,1.0905125141143799,82.0458984375
2023-02-06,1.079086184501648,82.22599792480469
2023-02-07,1.0730764865875244,82.75499725341797
2023-02-08,1.0729728937149048,82.74189758300781
2023-02-09,1.0715816020965576,82.65950012207031
2023-02-10,1.0742292404174805,82.533203125
2023-02-13,1.0677714347839355,82.51300048828125
2023-02-14,1.0730419158935547,82.59739685058594
2023-02-15,1.0735719203948975,82.86759948730469
2023-02-16,1.0691757202148438,82.73770141601562
2023-02-17,1.0665756464004517,82.69529724121094
2023-02-20,1.0684444904327393,82.75800323486328
2023-02-21,1.068261981010437,82.69750213623047
2023-02-22,1.065200924873352,82.86119842529297
2023-02-23,1.0605803728103638,82.83529663085938
2023-02-24,1.0598047971725464,82.6178970336914
2023-02-27,1.0554758310317993,82.91799926757812
2023-02-28,1.0611205101013184,82.6520004272461
2023-03-01,1.0577309131622314,82.6353988647461
2023-03-02,1.066894292831421,82.4198989868164
2023-03-03,1.0599732398986816,82.35569763183594
2023-03-06,1.0626201629638672,81.7125015258789
2023-03-07,1.0688328742980957,81.85440063476562
2023-03-08,1.05507493019104,82.07460021972656
2023-03-09,1.0549525022506714,81.9645004272461
2023-03-10,1.0584698915481567,82.01840209960938
2023-03-13,1.0683646202087402,81.95800018310547
2023-03-14,1.0725010633468628,82.41739654541016
2023-03-15,1.0727657079696655,82.30490112304688
2023-03-16,1.0583354234695435,82.7156982421875
2023-03-17,1.0614134073257446,82.622802734375
2023-03-20,1.0678855180740356,82.53299713134766
2023-03-21,1.071914792060852,82.52909851074219
2023-03-22,1.0774236917495728,82.677001953125
2023-03-23,1.0870392322540283,82.52580261230469
2023-03-24,1.0835057497024536,82.26529693603516
2023-03-27,1.077818512916565,82.33879852294922
2023-03-28,1.0807071924209595,82.21489715576172
2023-03-29,1.0839520692825317,82.16429901123047
2023-03-30,1.0843634605407715,82.25540161132812
2023-03-31,1.0904649496078491,82.10050201416016
2023-04-03,1.0803335905075073,82.18479919433594
2023-04-04,1.091226577758789,82.14089965820312
2023-04-05,1.0960105657577515,82.11479949951172
2023-04-06,1.090334177017212,81.94999694824219
2023-04-07,1.0920130014419556,81.831298828125
2023-04-10,1.0913575887680054,81.88480377197266
2023-04-11,1.086932897567749,81.98390197753906
2023-04-12,1.0917507410049438,82.07009887695312
2023-04-13,1.0999890565872192,81.96060180664062
2023-04-14,1.1054610013961792,81.68070220947266
2023-04-17,1.098659634590149,81.84480285644531
2023-04-18,1.0925379991531372,82.00370025634766
2023-04-19,1.0975382328033447,82.10790252685547
2023-04-20,1.095218300819397,82.34010314941406
2023-04-21,1.0970927476882935,82.14089965820312
2023-04-24,1.0992271900177002,82.05480194091797
2023-04-25,1.1059499979019165,81.85230255126953
2023-04-26,1.0978394746780396,81.9916000366211
2023-04-27,1.1047282218933105,81.76689910888672
2023-04-28,1.1032048463821411,81.76509857177734
2023-05-01,1.1010911464691162,81.74479675292969
2023-05-02,1.0969241857528687,81.77469635009766
2023-05-03,1.1010911464691162,81.77870178222656
2023-05-04,1.1068925857543945,81.77999877929688
2023-05-05,1.102292776107788,81.71610260009766
2023-05-08,1.10186767578125,81.72979736328125
2023-05-09,1.0996140241622925,81.78710174560547
2023-05-10,1.096467137336731,82.1050033569336
2023-05-11,1.098406195640564,81.9198989868164
2023-05-12,1.0912145376205444,82.10030364990234
2023-05-15,1.0852696895599365,82.20030212402344
2023-05-16,1.0873701572418213,82.2667007446289
2023-05-17,1.0865668058395386,82.2959976196289
2023-05-18,1.0838346481323242,82.45030212402344
2023-05-19,1.0775396823883057,82.72509765625
2023-05-22,1.0822745561599731,82.90480041503906
2023-05-23,1.0811045169830322,82.82499694824219
2023-05-24,1.076971173286438,82.8906021118164
2023-05-25,1.0757315158843994,82.71369934082031
2023-05-26,1.0724436044692993,82.74210357666016
2023-05-29,1.0723055601119995,82.57479858398438
2023-05-30,1.0707669258117676,82.57969665527344
2023-05-31,1.073306918144226,82.68389892578125
2023-06-01,1.0695186853408813,82.66680145263672
2023-06-02,1.0760787725448608,82.27670288085938
2023-06-05,1.0698620080947876,82.40979766845703
2023-06-06,1.0711798667907715,82.51119995117188
2023-06-07,1.0698047876358032,82.51719665527344
2023-06-08,1.0707440376281738,82.61810302734375
2023-06-09,1.078271746635437,82.48829650878906
2023-06-12,1.0750954151153564,82.4448013305664
2023-06-13,1.0762988328933716,82.33719635009766
2023-06-14,1.078934907913208,82.29039764404297
2023-06-15,1.084304690361023,82.04499816894531
2023-06-16,1.0945948362350464,81.9126968383789
2023-06-19,1.0942115783691406,81.91480255126953
2023-06-20,1.0924304723739624,81.98139953613281
2023-06-21,1.0920368432998657,81.9917984008789
2023-06-22,1.0992635488510132,81.94149780273438
2023-06-23,1.0958904027938843,81.91929626464844
2023-06-26,1.0906671285629272,81.98480224609375
2023-06-27,1.091048002243042,82.00650024414062
2023-06-28,1.0957223176956177,81.99839782714844
2023-06-29,1.0915838479995728,82.02649688720703
2023-06-30,1.0868029594421387,82.07540130615234
2023-07-03,1.0907504558563232,82.09629821777344
2023-07-04,1.091309905052185,81.95010375976562
2023-07-05,1.0884946584701538,82.0071029663086
2023-07-06,1.0856584310531616,82.39409637451172
2023-07-07,1.0890636444091797,82.76840209960938
2023-07-10,1.0969723463058472,82.61530303955078
2023-07-11,1.100594401359558,82.52529907226562
2023-07-12,1.101406455039978,82.39990234375
2023-07-13,1.1144545078277588,82.00180053710938
2023-07-14,1.1223469972610474,82.03079986572266
2023-07-17,1.1227755546569824,82.07679748535156
2023-07-18,1.1237596273422241,82.06159973144531
2023-07-19,1.1228890419006348,82.07540130615234
2023-07-20,1.120523452758789,82.06169891357422
2023-07-21,1.113709807395935,82.0823974609375
2023-07-24,1.112532615661621,81.99030303955078
2023-07-25,1.1063170433044434,81.81420135498047
2023-07-26,1.1050456762313843,81.95010375976562
2023-07-27,1.1078368425369263,81.97550201416016
2023-07-28,1.0978755950927734,82.3749008178711
2023-07-31,1.1024264097213745,82.25279998779297
2023-08-01,1.0997591018676758,82.2332992553711
2023-08-02,1.1007881164550781,82.30729675292969
2023-08-03,1.0944151878356934,82.7332992553711
2023-08-04,1.095158338546753,82.7843017578125
2023-08-07,1.1002674102783203,82.69529724121094
2023-08-08,1.100315809249878,82.74829864501953
2023-08-09,1.0958904027938843,82.84500122070312
2023-08-10,1.0977671146392822,82.86630249023438
2023-08-11,1.0981649160385132,82.79989624023438
2023-08-14,1.094439148902893,82.89730072021484
2023-08-15,1.0909883975982666,83.2333984375
2023-08-16,1.0904173851013184,83.19419860839844
2023-08-17,1.0874884128570557,83.23699951171875
2023-08-18,1.0874648094177246,83.09829711914062
2023-08-21,1.087559461593628,83.16729736328125
2023-08-22,1.0898351669311523,83.1135025024414
2023-08-23,1.0846692323684692,83.07330322265625
2023-08-24,1.086578607559204,82.5447006225586
2023-08-25,1.07991361618042,82.64140319824219
2023-08-28,1.0797386169433594,82.66429901123047
2023-08-29,1.0825556516647339,82.69149780273438
2023-08-30,1.0869210958480835,82.49469757080078
2023-08-31,1.0932546854019165,82.70040130615234
2023-09-01,1.0844104290008545,82.68240356445312
2023-09-04,1.07758629322052,82.6969985961914
2023-09-05,1.0794472694396973,82.7345962524414
2023-09-06,1.0726161003112793,83.08609771728516
2023-09-07,1.0724204778671265,83.25740051269531
2023-09-08,1.0697818994522095,83.24150085449219
2023-09-11,1.071811318397522,83.03130340576172
2023-09-12,1.0750375986099243,82.94329833984375
2023-09-13,1.075326681137085,82.84300231933594
2023-09-14,1.0734220743179321,82.93679809570312
2023-09-15,1.0637166500091553,83.0282974243164
2023-09-18,1.0668259859085083,83.08580017089844
2023-09-19,1.0692671537399292,83.25489807128906
2023-09-20,1.0682048797607422,83.19499969482422
2023-09-21,1.065303087234497,83.08699798583984
2023-09-22,1.0661548376083374,82.89129638671875
2023-09-25,1.0648492574691772,82.97480010986328
2023-09-26,1.0591648817062378,83.0282974243164
2023-09-27,1.0569483041763306,83.29869842529297
2023-09-28,1.0505305528640747,83.22270202636719
2023-09-29,1.0562450885772705,83.19300079345703
2023-10-02,1.0565240383148193,83.03479766845703
2023-10-03,1.0480751991271973,83.3593978881836
2023-10-04,1.0472300052642822,83.22979736328125
2023-10-05,1.0507071018218994,83.44979858398438
2023-10-06,1.0546631813049316,83.22489929199219
2023-10-09,1.056747317314148,83.12460327148438
2023-10-10,1.0578875541687012,83.27030181884766
2023-10-11,1.0604791641235352,83.25029754638672
2023-10-12,1.0624282360076904,83.21800231933594
2023-10-13,1.0536741018295288,83.26239776611328
2023-10-16,1.0521553754806519,83.28230285644531
2023-10-17,1.0554312467575073,83.19950103759766
